sentence,label
ekbaarfirmodisarkar badhai ho bharat ke th prime minister honour modiji,1
aanvindersingh good night take care myhh bewafaa sardaar jiii zinnn waaley amazing dreams,1
rt rangadipti worldnotobaccoday soo nari jari kare surapan soo baar ek chilm hukka bhare vo doobe kali dhaar,1
indiatoday rahulgandhi pappu tu nahi sudharne wala need fight bjp want work wi,0
finminindia bahut bahut badhai nsitharaman ji pradhan mantri ji ke new india banane mein aapke mantralaya ka bahu,1
narendramodi downingstreet theresa may sabse pahle mai pradhan mantri narendra modi ji ko tahe dil se badhai,1
bhavs sng naan jaan saal bahane marke bachi ab koi option hi nhi hai sikhne ke alava meri frustration ni,0
sarbanandsonwal bjp india bjp assam jindabad modi ji jindabad sanowal ji jindabad hindustan jindabad jai aai axom,1
biostatistic le dimag hang,0
woo hoo sprawlcalgary one things makes gold promoted sense community,1
tufailelif saale kaudi ke aadmi hafeez sayeed ke pille anti hindu anti indian kasam se itni bakwas agar,0
digvijay singh gadar batla rakshak tere pas kutta hai tuo tu oos se bafadari sikhle kutta bhi jis thali mey k,0
rssurjewala bs jhuth faila lo desh evm kiske control thi desh,0
abhisar sharma shivaroor penguinindia swatichopra rahulsinghx amd hahahahahaha ab bhul gye abhisar,1
asif na teri maa ko lun ek rs ki corruption teray leader k baapon yani k napak fauj k generals ko nahi mili tu,0
rcgameforlife yeh sale punjabi logo ne kabjaa kar rakh hai bcci aur cricket par koi aur state ka aa hi nahi,0
cinnabar dust hi r west bengal mp modi ji ko sab hi aur karte hai wann give dem support,1
isonu nigam sonu ji thanks appreciating else concert,1
narendramodi congratulations sir congo us elect imandaar chowkidar love u dear pm god,1
xero gee gabrielpicolo thank much,1
zuhaib sheikh yes seriously hamey,1
happy birthday dineshkarthik bhiya wishing best ongoing cricketworldcup imskayat ind,1
ranaayyub amit shah ji ke home minister ban ne se tum jaise left liberals ki gaand fati padi hai ye kyu nhi ke,0
shayarimran bilkul imran bhai aage badhte rehna hai allah aap ko aur mazbut bana raha haitaake aage aane waali,1
jay modi raj super talented differently abled artist paints pm modi using toes,1
ukiona wao weka taya honor meant see shine,1
zeenewshindi sudhirchaudhary sir sirf apka hi news channel dekhta ho apka channel always,1
zeenewshindi poore desh mein jashn hona chahiye rockets meethayi street dance har ek tarike se celebrate,1
jigneshmevani dgpgujarat ahmedabadpolice sarm nahi bjp rss ke chaddi dhari logo ko ye mla h ya janvar gadha,0
much top secret shit coming soon cant wait present,1
rt bhatnagarbrij happy happy happyyyyy birthday love life bestest thing happened love,1
diya jo ab vaadi ko jaan se matne ki dhamki de rahe hain anurodh hai ki prakaran men giraftar kar chode gae aropi,0
rufidada srshujja saikatc sandeep ips jkp iyervval jmukmrpolice goli milegi kashmir ki,0
nailainayat manakgupta ufffss itana padane ke bad bhi mbs tak nahi pahuncha mbz ke bare pad ke adha chor,0
aaj se cricket ka mahasangram shuru worldcup main se konsi team iss saal ka world cup jitegi india,1
k desai icc lol pyare may right bowling strongest suit lekin aap jaante howe pakist,1
taylorswiftfo oooh cute emma welcome,1
bas ek ak aur suicide bomb jacket leleta teri national dress ekdum perfect hojaati pakvwi,0
sadhavi amitshah hathi ke daant hindi proverb,0
rt ani arjun ram meghwal bjp thank pm amit shah ji showing trust thank behalf,1
rt harsha actor advance apologies life first inspiration akshaykumar sir rustic impersonation sir,1
ashishchowdhry samitabangargi happy birthday lilgirl samitabangargi many blessings wishes congrets family,1
vikasbha dalal media taarreef karne ka b ek tarika hota hai waise bhi jab desh media aur gaddi pe baitha,0
news india samajwadiparty bjp india smajawadi party ki jab sarkar thi tab tuna kiu kuch nahi kiya de istifa,0
waglenikhil dalle tum pappu k chamche modi ka bakhan kare godi media tumhare jese dalle kisko jholi ho v,0
poetrybysunsets jimit b questperfection rahulsingh yeh chutiya bann kehna chaah rha saala jab se porn ban,0
rt fasih mosharraf parvezpathon desh bad mein sudhrega pahle haramiyo ko pakad kar khud pito ja jo dusro par,0
arcinme debkumardasgup tomarrawat sulagnadash ashokepandit gvnair lol chacha ka majak nahi chacha mc,1
john beloved god loved us ought also love one another lno man hath seen god time,1
rt oomprakashp speakerpelosi housedemocrats pranam pranamg oollthe best truthfully truth love peace,1
shame shame poor social activist criminal rajiv killer sikh hero vadra corrupt,0
may nation holi one day calender today belong sent half happiness happ,1
fake hi fake sab taraf upar se niche tak fake fake ips officer motivational speaker social med,0
iveenakhan shut fucking bitch apni oqat mai fucking dirty pussy india mai jes ghar rhti usi se phudi maro ke ba,0
rt vijaysh dr shrikant nice,0
brashnaa bad see khushya,1
cudouglas amy sabr went wnc nature preserve last weekend get,1
mepratap astitvam tejasvi surya anantkumarh bhagwantkhuba kudos proud sir say,1
papaji feb ko bhi jahazo ka jhund aya tha sirf jf ne maa chood di pory,0
bade maje ki baat hai rashi ji padhke hi hasi aati hai,1
narendramodi rubikaliyaquat imrankhanpti bahut bahut badhaei ho aapko aap ajivan hindustan ke pm ke layak hai,1
griffin balwant teri maa ki chut u stupid tumhari pad ne ki aukat nhi aur hungne k liye phle khd,0
sahhil javerias bbhuttozardari bakhtawarbz hospitals ki halat samny han ye log sirf lot mar maghan han,0
rt dd ar mdivya starplus still complain ab toh hadd kar di iss channel ne naam bade,0
dibang seedha matlab h ki parliament itna hangama krnge ki koi bill pass hi na ho ar adjournment,0
urbansindhi mjko ni chaiye mai apne ghr k electronic appliances tod k,0
rt rajeev gopalan republic jumits chor beta beti damad sab chor hai desh,0
narendramodi azali officiel greatest person modi ji aapko jeet ki bahut bahut badhai pr sath ek request h ki ku,1
kanhaiyakumar abe bhikhari ki aulad jhand sala randi ki aulad madarchod desh rahkar desh ke tukde ki bat,0
incindia rahulgandhi rahul ji aapko istifa nahi dena aap congress ko jamini tor pe majboot banaye congress ko,1
rt iamsrk thk u everyone giving much love badla congratulations whole team especially,1
tiddi umer hun besmile mahnoorqueen hahahah kameeni mein already bahir hon,0
aishadilnashin iamsrk srkszahiba khanmuj sweet yr tm mein bhut achi,1
shahbazkhan sudhirchaudhary mullo se yahi umeed hi vyse modi ne roja iftar band ker diya jaldi tum logo ki n,0
narendramodi good aisi maa bahut bahut bahut bhagyashali jo apne bete ko itni uchahiyo pr dekhe aur aisa bet,1
rt kiraaksalmaniac best twitter header daystobharat bharat,1
scared walking home hate cars beep hate people scream stuff window hate,0
please remove rahulgandhi love coz bjp india wins ravishndtv please aap kucch,0
kirannazsamaa hi dear sonu jha india hamare modi ji phir ek bar desh ke pm banane ja rahe,0
rudra mazumderj radiopakistan cjwerleman nazir lord sale hasina nevi bal ki bal ki,0
rt rajugau riitus ab aaya kheil samgh ki feku sala makkar nich,0
santi garza joaco saldain mister lemon tinchonegriazul elelsalmon good bless americaojal antes de regresar,1
pmoindia narendramodi modi ko jitke liye badhai ho aapko pure india ko biji var aavi gaya fakafeki n,1
someshjha chaukidaro ki ginti nahi update hua isme sabr rakho pakoda stall ka bhi judna baki hai aur bhakt bh,0
msaleemkhanwazi pain yako mar jao apis lar lar ke wo kuty ke bachy hamre dushman tu chata ye k ye larn apis,0
zaidzamanhamid pata nahi kis zamanay lee rifles hein en k paas lekin unarmed muslims k liye yeh vintage,1
rt marteen love moms mess music mama rachas,1
kunalkamra chetan bhagat kaun bola modest banne marwa liye na wo bhi,0
ajaydevgn stay strong sir god bless,1
doubt muhammad ilyas qadri sahab ne lakho logo ko gunaho ke daldal se nikal ker neki ki dawat ki,1
mashaallah bhttt hi pyari awaz waseembadami mai apke liye sajdun mai dua karti hun allah pak sehat zindagi de,1
rt prabhanailwal haha hamare modiji bhi great hain,1
lambaalka mohtarma aap bolti ho ki bjp wale bhakt log logo ki ijjat nahi karte par yanha apki apni party bhi,0
sala ye log ke paas ek kohinoor kam tha jo aur le gaye,0
girllitasf happy birthday may u many many stay bless always phalo phulo muskrao,1
omg baby big boss wait see aap hi jitoge know soooooooo,1
stindianews incrajasthan ashokgehlot,1
shasha still feeling good dear aur aap aab jaldi se thik ho jaye phir se pehle ki tarha yehi um,1
rt ra thore today defining one history independent india narendramodi ji swears pm,1
ibne haytham snehana raqibsyed sabahkashmiri ibne sena zakirkhan wtf apni tarah,0
sambit patrag apko follow karne ke liye kisi vajah ki jarurat ni padti sir ji thumb,1
shut rhe fuck upptodkdkd,0
rmshazib yaar hum ko nahin kerni choron se taneez se baat chori pakray janay k darr se ikhlaaq yaad aya hai,0
ankahibate ye pagal hai years uae maine,0
shehryar taseer salmaantaseer kash bap ki iss birthday pr iss buzarg insan ko jo bazhair mali lag raha ko b,1
theholycow han bc ye angrezi tweet kar rhe ho ye tumhare baap ki,0
mr ez panther ghunikhan abe sale teko gandi mauat marenge,0
yousuda kiranahmedd lrshadbhatti ka matlab jin ka oxford admission hota ha un ko nangy ghumna,0
bijendrarai ptshrikant pmoindia myogiadityanath assembly election se pahle thik ho jai ga yeh har gaon ki ka,0
isko dekh k apun ko lgta hai life kuch kro na kro lekin shadi jrur,1
narendramodi many congratulations pradhan sevak ji appki bharat ke samman aur vikas ke prati sachhai aur drudh n,1
narendramodi waiting hear words mein narendra damordass modi goosebumps one step india,1
asatya par satya ki jeet k liye dhero subhkamnaye sir aap ko lk,1
rt aliyakhank na ishq mai na pyar mai jo maza hai waqt ki namaz mai safridiofficial mushiafridi dua yaad,1
nitin gadkari sirjee wishing happy birthday may blessed long healthy life along infinit,1
kapilsharmak krushna kas happy birthday krisna sir app ko hajaro saal jiye yahi hamari kamna hai,1
dena zzz happy birthday kotomoto w kol saneh w,1
haqdaar banna asaan nahi hai kaamyabi ki equation set hai ab raja ka beta,1
amitshah narendramodi congratulations amitji apki bahut systematic mahenat ka ye parinam,1
rt sonamkushwah blackspotonjudiciary nitish kumar said bjp badka jhutha party damn liar party,0
late ok hbd fave twins bb galz miss much ahhh hope u guyz well hop,1
rt umiii ramadan ka akhri jummah mubarak muslims allah paak hum sab k rozay ibadatein duaaein qubool farmayen,1
rt iamonir beautiful composition mithoon loving kabir singh tujhe kitna chahne lage song mithoon,1
iamumer credible authentic n always remeber cnn fake american jhoot chalta ap bhi jhoot,0
rt hamzaahmad easy make easy love u igippygrewal bhaji hanji kida lagy movie,1
httweets rahulgandhi leaders plz go take classes leadership tumse na ho payega somewhere,0
babajotwani aisa character shayad hi kisi ne shidaat se nibhaya hoga miss sahil fam,1
dear sirpareshrawal omg saw ur movie hundered times positive movie im watching u soo sad siir g,1
hold jimjonescapo going usse philly know,1
sunidhifan ever beingsalmankhan ladies gentle men ap log khud dekho iss matarchood ko iss ko gaali khan,0
vishweshwarbhat astitvam team,1
swetasinghat se jayada bjp fake whatsapp websites advertiser heir karke rakhe hai hut modi tujse,0
yadavdimples rahulgandhi azam khan tera underwear shung chuka hain bacha sakti hain bacha,0
article ayushmannk zeestudios anubhavsinha proud u u r real hero india aese hi movie humre desh ko ch,1
rt rrrmovie wishing ferocious powerful komaram bheem happy birthday wish,1
aajtak ab ye btaega isse pucho tere jiyne b mla hai usme se gina hindu mla kaunsa hai teri muslim awaadi wale gaao,0
afaq ahmad jahil ne sirf thanks ley nam ley us k ley ye paper uthaya us k bad pori speech parchi nh uthai,0
suar ka bachcha mar gaya aur bhi marenge tum pathhar maaroge hum haar nahi daalenge goli maarenge mkl paki,0
pakistan k pas harne k siwa koi dusra option nahi hoga kaptan ne england ko khbardar kr dia sarfaraza,1
salg ooh wee ngoja,0
reallyswara jigneshmevani hahahah indefatigable aise hi chutiyape karte raho tum dono jaldi hi fatigue bhi,0
yrdeshmukh rubikaliyaquat band karo behes jo aapko bura ni kehta aap uske saath bekar unnecesary behes mat cha,1
narendramodi hamare priy pradhan mantri ji sabse pahale main sabhi bharat deshwashiyo ke taraf se aapako badhai,1
shit jus look right,0
assalam alaikum good morning everyone wonderful day stay blessed neya pakistan thanks,1
hyzaidi patwari spotted shame bc religion ko apni ama politics,0
rt livetherichlife team definitely,1
yehundinonkibaathai guys today looking khali idea hope u like share one p,1
bharat movie trailer like lot kyunki salman khan sir ka stardom sare act fabulous hai,1
sal mein itna kuch ho kar bhi agar phir modi humara pm hai seriously congratulations modi ji apne sach mein,1
narendramodi jeet ki dher sari subh kamnaye modi ji asha karta hu jistarah desh ki janta ne khas kar bihar ki jant,1
rt jaykishanraj bhai tum rehne rahulgandhi ka interview dikhaya nahi dont trust indiatoday ever,0
hardikpatel tum log india ki,0
nadeemnbt ji maine wo din hi kaha tha na aapse bjp ko anya pichda jaati ka dalit aur yadav ka chor ke bohot backup,0
ak anand yeh tohfa pyar se diya hai tumhare apnon ne nahin khood tum ne,1
chitraaum aajtak jo bjp ke saath nahi woh atankwadi h aour jo hindu rss ke saath nahi woh deshdrohi hai aaj kal b,0
abhi se dil jeet liya kyn bhai mufta hy kyaa kisne kaha world cup jeeto ya haaro jeetna hy world cup,1
rt sonofagun give traitor much importance kuttay ki mout maro,0
lucky oo httweets ram guha hahaha love,1
dear sir modi ji jab mamta ji ko hmare aaradhya bhagwan shri ram ji ka naam lene hi itna kast hota h inka,0
rt avinashjhaveri hi beingsalmankhan bhai excited celebrate eid year bhaijaan fans gaiety,1
rt usamaixm luckiest guy world find alhamdulillah one find sincere girl,1
rt karantaneja paet dard sir dard bhukar sabko thik karega crocin,1
harleenskaur excommunal matlab hinduo se karte hain musalmano se nahi karte hain shutup chutiya baatein na,0
good morning almighty gurmeetramrahim papa ji plz bless sewa sumiran parmarth ka bal,1
nil nilesh shayri rubikaliyaquat problem pata hai kiya hai tum jaise logo ko muslim ladkiya hijab burqa,0
moment realized galli kutte kam,0
ab tak oppostition ki baja rahe ab aapas baaj rahe hain trp trp bas aajtak abpnewstv,0
shoaib jatt abhi yeh sb baatein nhe krni chahye pakistan ka imafe kharab horha hai kuch aqal,0
bedhadak jao agar kutton ne napak harkat ki pakistan duniya ke nakse se gayab hoga,0
lou aanne anww u,1
shefvaidya pata nahi sab mullo ki kyu gulami karna chahte hindu,0
bhagwadhari aamrapali chutiye yha time kyu kharab kr rha kisano k bich ja aur unke liye chai pani ka,0
sambitswaraj much power love,1
rt histal ready biggest match ever feel good today got enough rest sons also pumped ready,1
iss buddhe ko maaf ker deain yeh satyagaya hai,0
ameerkhan arfasays jo marzi karay isay nikalain bas naa iss se new ball,0
tajinderbagga mamataofficial iss bkl ko didi mat likhe karo,0
balhara giriraj aur sanjeev balyan dono animal husbandry fish department ab animals,0
rt vishesharora duniya ki har khushi ek taraf aur shaadi mei har food counter pe jaake khaane,1
hindviiswarajya bdgb lk jjdrg sudhirchaudhary kisi din aisa hote hue dekhoge khud ko v murkh manne,0
jogaram viveksi ravish k,0
ani aisi neech mexican logo ki harkaton ke wajah se trump apne border pe deewaar bana raha hai deser,0
jagmangat watched tera mera ki rishta one,1
ianuragthakur narendramodi amitshah bjp india bjp himachal ones modi ji ki sarakar ke samarthan karane,1
ubereats ind randi ki aulad sali teri ne chud k paise nahi kamae ye mera order kaha h nahi teri ko,0
modiledubega ye chor buddah kyu chup chap nehi rehrakta hei rss walo buddah ko gaand maaro jail rahkebhi khu,0
manzoorpashteen darabdawar yar bhai bht bakwas kr faha ye chotiya molvi,0
narendramodi sir mai aapako aapana hero aadarsh manata hu mai aapase purna rup se dudaker desh ke hit aap,1
paranjoygt sanjayuvacha serve reminder jnu produces best talent fields tukda,1
reallyswara swara ji ek actor hone ke naate aap ka bada samman karta hun ek baat puchne ke liye utsuk hun,1
asadowaisi rohingya musalman k liye julus kyu nikala tha musalmano ne dilli k azad maidan rohingya musalman tu,0
harris sohail k chokay dekhnay k liye yeh awaam bc ussko team main rakhna chahti hai k,0
krutika aap jo jee rahe hain jeene mein bhi kisi ki vajah hai kisi ki bhi tuba jaise jee rahe hain yahi ek b,1
ashutosh b hindu aap bhi hai sir sharm se doob mro hate message failane band kro ye ghatna ab,0
maryamnsharif ye hospital tumhre baap k teen bar wazeer azam rehne k bad walay halat bata,0
asishpaul hi ashish incredibly grateful took time leave us note striv,1
rt kgkalpana nesamani enough distract sadness love nesamani sun dies pray,1
capt amarinder dharam vir pmoindia narendramodi pid gov love care beloved god gurunanak dev,1
ttpwmak mansoor ali ye woi hn na jino ne app ko band bajai te phr ap ne kbi bulaya nhi ine plzzjjj mery,0
modi ji ke jeet ke liye sub ko bahut bahut subhkamnaye india win narendra damodar das modi ready develo,1
rebelawyer sanjayuvacha cricket world cup,1
madison saying make feel bad looks like,1
nahi matlab aik match har gaya toh hum toh pehly e pakistan ko support nahi kar rahy thy naak katwa deta yeh har,0
cowbeltwala thesafffronist bahana mat bana rendyke pille sale tu pakka tere hanuman ki tarah haramka jana hain,0
hana farook mochionmars hanaaaaaaa happy budday babyyyy amazing day week month year life love,1
imranpti pehly tolo per bolo fake ye nekta ne khod,1
champdev thank superstar bhai jaan step done congress,1
love smell air,1
rt vanish forever repeat hindi,0
best g rning sohne satguru gurmeetramrahim ji bless us sewa sumiran parmarth aap ji ke charno,1
bjpsoldindia bhai inshaallah aapki mehnat zaya nahi jayegi ab dua karte hain ke allah khair ka mamla rakhe india,1
karunanundy tak ruk jate result aa jane dete sabko pta agr vipaks hara wo,0
rt aakashsoni dsscampaignagainstdrugabuse gurmeetramrahim papa ji aj mera p hd entrance exam tha ap ji ki rehmt se,1
nitin quiry imraina thank much nitin last wali wish,1
bhaidujana dwivedi bsdk ke pakistani apne baap ko nhi jaan paye marege tu bhi bsdk tera thekedar bhi jo pa,0
neeeessssuuuu aag ko khail ptangon ne smajh rkha hai sb ko anjam ka dar ho ye zaruri toh nhi shaikh krta hai jo,1
narendramodi namaskaar modi ji good morning sir aaj apne sapath li hum bhut khush hai lekin sir kuch hum jaise gar,1
sarwatvalim sarwatjee wednesday ke muqabil ki opening speech bahut behatreen lagee good expression ke saath,1
suraj yadav bjp ke log dongh aur gundagardi janate hain media unake sath hain bas public ko wahi dikhate jo,0
mahajanls medam mahajanls ham aapko bahut miss karege aapne jaise lok sabha chalaya hai pyar se shanti se us,0
rt aleeshadontcare hamen koi kutta kutti keh dy tw usy marny ki tak pohanch jaty hain r jo snapchat par khud kutty,0
rt mooolawn uhh r people attracted rude ass people like whats amazing ur bf unnecessarily rude,1
sufiazadsln sanjayazadsln naye yug ki shuruwat ho hi chuki hai miya jahan aatankwadiyo ko mahan nahi kabar,0
rt chawlapreeti thanku much papa saving us love alot plz paa gurmeetramrahim ji kal bhi sab kuch acha hi,1
narendramodi riteishd congratulations sir desh ki janta ki sal ke lye asha ki kiran jagi h apse apko tah dil,1
narendramodi badhai ho adarniye modi ji aap ko public dil se chahati kyoki aap sabko ek saman dekhte ho aur sa,1
rt jennadewan still sometimes believe job thank josh safran coming sooon netflix,1
exilant aaj b hamare desh kabilon ki kami nhi bulky unki khoj ki kami h,1
narendramodi badhai ho sir ji aapko mujhe umid thi ki sarkaar aapki hi banegi kyon ki aapne jo desh ke liye,1
bauddh ashok officeofknath congi jite public ne sath diya aur bjp jite evm chor kaha se laate ho bhaai,1
rt parveenchhabr good morning almighty gurmeetramrahim papa ji plz bless sewa sumiran parmarth,1
afreenpargan ok ab samjha yeh musalman saare rapist kyun hote hain bas suwaron ki tarah paida karne ko seekhte,0
pradip shefvaidya omg indira ji ki nose aur unki chhavi bhi kaam nahi ayee,0
dhirajojha shehla rashid abe bhagwa aatankwaadi hum aaj bhi yahan k raja hain suar sale bheek tumhe dete h,0
kunalkamra agle saal toh kahin bhi show karne layak nahi bachoge tabhi iski jalti hain modi se,0
sterlingmedia azmishabana please shabana ji help good women aur ek achhi adakar,1
zeenewshindi narendramodi doklam jeet ke real hero hai ye think esi liye sushma swaraj ji ne apni jagah free,1
iabihax wo allah faisla kryga tm log even phr v ni keh sktay kisi ko b k ye dozkhi hai hai muslim hai e,0
apne haath gande kar ke dekho kya pata gande haath dekh ke peecha karna chhod de,1
imrahulramesh fnoble tkksureshkumar davidfrawleyved ha ha chootiya,0
ravish kumarji tum baaj nahi aaoge bhai ab mein bhi modi fix hai kyu apna naam kharab kar rahe ho,0
girirajsinghbjp drsanjeevbalyan sir constituency nawada big fan modi work consti,1
rt vanityparty youthful energetic minister totally hands kirenrijiju super choice,1
canatlasshrug j ap cvyuham bae good see u,1
sorry hiba nawaab ji meri ek hi wish hai ki main aapse miloon aur aapke saath photo loon,1
manakgupta agar ram ki izzat karte mandir banwate ram ka thinana mandir na dekat gali kuche post card,0
media ka level bahut high ho gaya hai ab congress kya karegi aap jaise mahan logo ke beech itna hate aap logo fa,0
dil se nahi ho wese shakal ka mjhe pata nahi aesa kch matter nahi krta,1
jumma tul wida may last jumma ramadan bring peace prosperity ameen duas,1
ajeeb n garib har har mahadev,1
roflmast dineshredbull japan ke patrakar imandar hote hai jabki apne yaha ke ek nukber ke beiman chor aur communa,0
dinesh chawla drkumarvishwas mlkhattar cmohry oneharyanaoffcl moka chahiye bs logon ko bjp ki burayi karne ka,1
acharyapramodk ye original gandhi nahi sirf pahnava tha mukhota pahnne se koi gandhi nahi banta ganhiji ka ek,0
cricketaakash ek chehra hai jo mere ankho ke samne baar baar aati hai early morning mera dil ka sukoon tha,1
aajtak ashu page haramkhor jab bhi baat karega free ki karega abe kambakht inko layak bna khud bhi layak bn fr,0
smritiirani mam congrats good victory happy new sansad ajj tk mai apne area ke sansad,1
rt dishtv india packed full masti madness manmarziyaan movie want miss watch hatke,1
mere pyaare sonaaaaa babuuuuu tera krish bhuttttttt pyaar krta h meri jaann meri raniiiiiiiiiiii urvashirautela,1
zartajgulwazir aj k bad social media pe nazar aye tw galiyan donga aik khan k elawa tum sub pti walay b wohe chor,0
dont support fuck ill support like,0
one favorites sis love big cricket enthusiast lol bas cies ka itna stress nah,1
abdulsrkians srk worldof trickbolly jo hai tax bhar ke rakhi hai hakle deshdrohi ki tarah ghotale nahi kiye,0
nobitaduffer shraddh kashmirfirst aishwarya ankitanegi bc madarsachhap apni maa behen ko bhi,0
dgurjarofficial rahulgandhi incindia gurjar bhai janta banati bigad bhi deti samajhdar ko esara,0
praveen saintrampaljim sat bhkti na krne se next jiwan gadha aur kutte ka bhi ho skta h ye,1
ye dikha ke muslim nhi hai pr ye nhi dikha ke unko jitane mei muslims ne b vote kiye hain kher ye agr aise bakw,1
nandadevi sunandadevi please best brave humans nanda rani nanda rani paharon ki jo rani hai sabse,1
rt verytoxicc ya allah hum sab k,1
sabhi pac ke javano ko loksabha chunav sakusal sampan karane ke liye dher sari subhkamnaye,1
main accha hu teri behen ro rahi hain usko pel raha,0
narendramodi sir namaskaar aap ko aur aapke mantri mandal ke sabhi members ko bahut bahut badhai main aapke saa,1
tharuler fucking bap jealous hating,0
rt kaoustubhtiwari aaj ganga ji haridwar mai snan karne ka awsar prapt hua maa ganga kripa banaye rakhe har har gange,1
rt kamalkishor inc happy birthday pratibhaiyc wish,1
asimbukhari drnabeelchaudry skrbabu ap janab ko allah ny knsa aisa ilm dia ha jo apko maloom hojata ha bagh,0
dear rahulgandhi opposition ke leader toh ban jayoge na regards aapka entertainment ka ek saccha fan,0
randi khulli ghumna hai ghoom le duniya ki dushman mat ban jo kaam hai yo dhamm dhamm jo hori hai yo fodd degi,0
lovely ranee chalo aapki kushi ke liye aapko hamari tref se der sari subhkamnaye badhai,1
narendramodi sir apko hardik aur dil se badhai oath ki sir mai bhi oath dekhna chahta tha sir mai ek student h,1
rt airasiaindian dear neasamani get well soon feeling better love take holiday,1
dhruv rathee bsdk teri mammi mamta bano sirf bolne par hi jail bhijwa rahi hai uspar video kyo nahi ba,0
narendramodi aap ko bahut sari subhkamnaye nayi jimedari ke liye baba aap ko sakti demeri aap se ek winti h,1
kapilsharmak sonytv rabb tuhaanu hor trakki bkshe sir ifda agge vd de,1
jigneshmevani gulpanag reallyswara prakashraaj yes tak,1
ranaayyub tu pagal ar teri called peaceful community congress ke president ke bail hone ke bad b unko suppor,1
bts twt love u sm luv purple hair purple hahahaa fantastic today stunning alw,1
bahot bahot badhai aajtak,1
lambaalka tum aapiye bhokne se baaj nh aaoge khair tere ko laat maarke bhga diya gaya na aap party se,0
glen quagmire yearofrat wo aaj hi ubal raha hai uske darr se gaurav sp chor ke,0
much love girlfriend hajar,1
meethi chatni course last week friend said avoids dirty friend anymo,1
ye tumhare na mardi ki dalil h ke tum milkar person se lad rahe ho mard ho apne barabar wale se lado,0
hahahahaha nope get fucked get work tonight day meeeeeeeeeeeeee close hanging ha,1
indiatoday ranaayyub ya true waise ye kerta kya tha desh ko andhere may dhakelne wala yahi hai kab,0
rt aamir khan sad hear veeruji passing away pleasure privilege working veeruji,1
zeenewshindi incindia congress ko pata hai party se gandhi nam chala gaya baki k logo ko koi nahi puchne wala,0
narendramodi vande matram awesome representation atul g jai maa bharati hindustan jindabad modi g jindaba,1
wasiq khan fatimakh n khan ki zat ko gali mat dilwao ya took kr ky apny mama papa ka ahsas kr lo agr koi,0
diise vandnarathore ck chitra wakeupbuddy foodiechokree,1
arvindkejriwal sir enjoy school se rs return ka msg milta hai delhi ke guest trs ko etni salary ka msg mil,0
sambit patrag sardanarohit modiji ne un rajyo congress ka zero,0
lewanai oy tc wahayat aurat apna jisam logon ko dikha kar follow back lany wali mein ne koi rape ni kiya,0
abidsherali tun ki kita apni hkomat ch pasa chori ahhh,0
javedakhtarjadu kal tere majhab ka ek dr sri lanka mai arresat hua aurto ki bachhedani nikal dee islam ki khi,0
karuneshtripa wah,1
lifeline love u mere igippygrewal ustaad g love u jaan ho sadi tuc jaan baba g sda tuhanu khush rkhan e,1
rt sotong bakar omg janna,1
narendramodi modiji bahuth dhanyavad hamare desh ke prasid freedom fighters kho aaj ke generation ke saamne laane,1
pehla pehla ye pehla pyaar tera mera soni pehli ye mulakaat hai god romantic song ever created,1
frankirby swarovskiuk great post dean love watching ladies game role fa referee observer j,1
richardpietro hahaha ok friend thank much efforts sorry disturbing,1
okay read au love think seungmin sent emails kinda makes sense head,1
wish someone saved like nikumbh sir saved ishaan awasthi taare zameen par made parents realize muc,1
rt pawanda manishr ha ji sahi hai purn parmatma kabir parmeshwar hi hai jo ham sabhi ko yaha,1
daralshifa ok ramjan mubarak,1
anshika pandit hotho se pine ki bat nahi aako se pi lenge hum pite nahi hai kharab sigrate ko agar tum mil jao,1
awwwiee love queen,1
fark nhi padta congratulations wishing happy birthday pak like share twitter kind,1
anastaciuss rishimi shahnaveid tnsn mt le jldi thok denge suwar ko koi bdi baat nahi hai tum log ki,0
khaadima aspire,1
dear pm sir hamare lokpriya pm sir ko bahut bahut badhai sandar tarike se election jitne,1
rt iusmanrazzaq happy birthday mar jao sab today day everything like smile big,1
rt rajeev mp bahadurmanmohan thank n jai hind commitmnt serve hv served,1
rahulgandhi dub kar mar jana chaiye apko kya halat bana di apne congress ki abhi bhi wakt aap party se ist,0
begharaton ki koi kami nahi aik dhondho hazar milte hain fahadmustafa shb koi moka hath se jane na dena sirf,0
jahalat k tokray ko koi smjhaye islam ne hi consent ka concept dia hai balke rehne nahi samjh ana mindset,0
dcchoudhary acharyapramodk dhongi baba kahan gayab hi gaye tambu ukharte ukharte kahin wahi tambu apne,0
rt bts army fin also stade de france preparing concert looks beautiful see post instagram,1
friend post story smoking alcohol outer mecoool bro inner merukk bc rukk abhi tere baap ko iska,0
world cup ni chahiye bus india ko harana maqsad hai sha allah,0
mudasser pk muskurahat imrankhanpti allah karay choooor ko allah bhi nhi choray ga,0
tarekfatah ghulam hai tu ghulam soch ghulam zindagi aur teri maut bhi gulami wali hi honi tu musalman nai ho,0
iaadiraj narendramodi twitterindia twitter jack phele fake account ko band kr fir apna asli,0
beingsalmankhan nice salllu bhai love eid,1
fiazmahmood maryamnsharif ab asifa ka haq banta hai maryam ki tarh asifa apne baap ko jail https co,0
sharmaprachi varshu offical ritz roop iam prash deep deepika dazzling snehal prakashachary,1
redeaglegames karannautiyal pokershash mubaidurrahman jeremymclellan narendramodi dekho madarchod hmare,0
